id,code,name,note,account_type,reconcile,chart_template_id:id
account_template_21503000002,2.1.5.03.000002,PROVISÕES PARA 13º SALÁRIO,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21503000003,2.1.5.03.000003,INSS SOBRE PROVISÕES PARA FÉRIAS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21503000004,2.1.5.03.000004,INSS SOBRE PROVISÕES PARA 13º SALÁRIO,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21503000005,2.1.5.03.000005,FGTS SOBRE PROVISÕES PARA FÉRIAS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21503000006,2.1.5.03.000006,FGTS SOBRE PROVISÕES PARA 13º SALÁRIO,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21503000007,2.1.5.03.000007,PIS SOBRE PROVISÕES PARA FÉRIAS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21503000008,2.1.5.03.000008,PIS SOBRE PROVISÕES PARA 13º SALÁRIO,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21601000001,2.1.6.01.000001,ADIANTAMENTO CLIENTE ESTANGEIRO,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21601000002,2.1.6.01.000002,ADIANTAMENTO DE CLIENTES,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21601000004,2.1.6.01.000004,SCLOUD HOSPEDAGEM NA NUVEM LTDA,,asset_current,1,l10n_br_coa_saveincloud_chart_template
account_template_21601000005,2.1.6.01.000005,WISER - UP WORK BUSINESS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
